shipping_id,date_id,product_id,market_id,warehouse_id,quantity_shipped,cost_of_shipping,delivery_status,days_for_delivery
8893,1762,17,14,5,49,472.78,In Transit,1
8894,1708,22,4,5,155,437.47,Delivered,10
8895,897,32,1,2,85,341.46,Delivered,4
8896,505,11,5,5,192,362.56,Delivered,8
8897,1120,18,7,5,199,315.11,Delivered,8
8898,2187,18,12,2,47,359.89,Delivered,6
8899,2022,16,3,2,130,316.71,Delayed,7
8900,1313,6,10,3,120,445.83,Delivered,7
8901,1695,13,12,2,158,67.69,In Transit,7
8902,1086,13,8,1,120,405.39,Delivered,5
8903,278,26,3,4,17,141.4,Delivered,2
8904,1737,33,9,5,96,120.04,Delayed,8
8905,2028,36,10,3,137,164.47,Delivered,3
8906,1699,24,2,1,79,439.95,Delivered,5
8907,1616,6,3,3,190,422.41,Delivered,5
8908,732,23,2,4,13,382.44,Delivered,6
8909,1387,9,7,3,27,248.53,Delivered,9
8910,710,1,2,1,179,103.27,Delivered,3
8911,1780,5,4,1,74,468.62,Delivered,1
8912,1473,13,4,1,65,178.62,Delivered,3
8913,970,23,10,5,182,406.19,In Transit,7
8914,1425,28,12,1,78,238.19,Delivered,8
8915,297,17,9,5,195,378.16,Delivered,9
8916,851,26,2,2,169,407.01,Delivered,9
8917,282,10,12,5,45,64.09,Delivered,5
8918,1005,5,12,3,168,498.34,Delivered,7
8919,1960,17,12,5,84,370.71,In Transit,1
8920,287,22,12,1,16,144.64,Delivered,4
8921,787,24,3,4,123,451.51,Delivered,8
8922,1081,24,10,1,36,438.47,Delivered,5
8923,1195,8,5,2,79,484.7,Delivered,10
8924,1059,22,15,1,59,299.87,Delivered,7
8925,659,5,9,3,28,333.42,Delivered,3
8926,561,26,9,1,51,76.31,Delayed,7
8927,1427,34,10,2,55,59.87,Delayed,4
8928,1965,4,3,5,142,457.45,In Transit,4
8929,893,14,2,2,11,107.18,In Transit,9
8930,84,33,8,3,192,126.24,Delivered,9
8931,1754,11,9,2,167,153.46,Delivered,6
8932,1705,35,2,5,118,80.73,Delivered,2
8933,1519,12,8,5,101,385.17,In Transit,8
8934,373,6,1,3,12,458.79,Delivered,2
8935,126,31,2,5,80,233.92,Delivered,1
8936,44,13,11,5,174,444.11,Delivered,10
8937,22,20,3,5,35,323.19,Delivered,7
8938,2114,11,5,5,170,375.41,Delivered,5
8939,1508,2,3,1,146,440.79,Delivered,2
8940,91,17,15,5,69,60.92,Delivered,4
8941,909,17,6,2,34,89.1,Delivered,2
8942,1695,28,4,2,174,250.35,Delivered,7
8943,107,17,8,1,158,317.44,Delayed,1
8944,683,25,1,3,116,145.98,Delivered,5
8945,1328,6,14,5,45,368.87,Delivered,10
8946,1949,16,14,2,54,450.13,Delivered,1
8947,458,28,2,5,96,91.56,Delivered,7
8948,1841,31,2,1,57,93.54,Delivered,5
8949,680,15,8,2,81,176.31,In Transit,3
8950,1052,35,15,1,106,56.7,Delivered,9
8951,762,8,12,2,123,400.84,Delivered,7
8952,499,13,15,4,189,76.59,Delivered,8
8953,35,28,1,2,79,65.82,Delivered,3
8954,1088,6,6,2,121,249.74,Delivered,5
8955,841,29,1,2,161,492.5,Delivered,10
8956,133,9,12,2,62,442.81,In Transit,6
8957,1644,19,12,1,75,306.84,Delivered,8
8958,352,7,10,3,91,305.74,Delivered,9
8959,545,15,15,3,55,208.39,Delivered,9
8960,383,24,11,5,142,127.31,In Transit,4
8961,1284,20,6,3,47,188.42,In Transit,3
8962,1435,12,3,2,98,472.56,In Transit,9
8963,1948,18,8,3,159,455.46,Delivered,10
8964,140,28,11,2,167,139.2,Delayed,9
8965,1334,10,11,5,195,226.45,In Transit,3
8966,573,18,4,5,15,438.73,Delivered,4
8967,1564,30,10,2,49,188.69,Delivered,6
8968,2025,26,5,1,48,313.23,Delivered,9
8969,296,7,8,1,195,108.4,Delivered,4
8970,1582,29,3,1,196,53.93,Delivered,3
8971,1586,33,6,1,131,164.55,Delivered,4
8972,1450,19,6,2,67,135.04,Delivered,8
8973,1075,14,6,1,37,150.98,Delivered,1
8974,1262,5,1,2,29,301.89,Delivered,7
8975,2128,29,4,3,167,479.64,Delivered,10
8976,1351,10,15,4,177,130.14,Delivered,2
8977,1344,36,12,4,87,499.44,Delivered,1
8978,710,14,15,2,110,194.55,Delivered,6
8979,332,30,15,4,178,179.51,Delivered,6
8980,1448,3,9,2,29,499.82,Delivered,2
8981,1052,23,1,1,64,252.82,In Transit,8
8982,809,12,15,3,49,368.41,Delivered,3
8983,1780,15,9,5,132,443.9,Delivered,4
8984,1133,34,4,1,118,431.42,Delivered,5
8985,1324,9,4,2,27,373.79,Delivered,9
8986,432,34,11,2,39,89.71,Delivered,8
8987,854,30,5,1,159,207.61,Delivered,3
8988,630,34,10,4,76,288.55,Delivered,4
8989,957,9,9,5,59,123.53,In Transit,10
8990,184,21,10,4,145,344.47,Delivered,7
8991,1247,21,3,5,129,340.14,Delivered,9
8992,188,3,6,2,100,145.83,Delivered,1
8993,839,24,14,1,157,436.16,Delivered,8
8994,611,27,7,2,158,180.29,Delivered,8
8995,230,16,4,1,22,213.52,Delivered,2
8996,747,12,14,4,197,445.65,Delivered,2
8997,1029,1,12,5,97,357.83,Delivered,1
8998,79,33,6,1,152,52.9,Delivered,1
8999,436,6,15,4,195,341.41,Delivered,5
9000,861,12,5,2,145,161.99,In Transit,4
9001,1741,25,11,4,69,416.3,Delivered,8
9002,1208,2,5,2,175,435.27,Delivered,3
9003,1651,17,5,4,133,323.34,Delivered,6
9004,393,10,10,4,124,232.68,Delivered,6
9005,1972,35,9,3,111,136.67,Delivered,10
9006,1328,29,10,2,22,479.18,Delivered,2
9007,896,7,3,3,68,199.79,Delivered,6
9008,2001,36,9,4,174,424.01,In Transit,3
9009,1039,29,8,4,181,190.41,Delivered,7
9010,868,14,9,4,59,207.51,In Transit,6
9011,1622,36,13,3,34,231.56,Delivered,8
9012,2015,3,9,5,107,62.38,Delivered,6
9013,1255,8,1,5,191,176.77,Delivered,4
9014,371,18,1,4,187,226.85,Delivered,2
9015,1246,16,13,4,147,225.17,Delivered,3
9016,1960,4,2,5,43,193.17,Delivered,4
9017,1951,21,10,2,69,60.3,In Transit,2
9018,694,29,3,1,62,396.26,Delivered,4
9019,1822,15,6,4,54,474.41,Delivered,10
9020,1151,15,6,1,106,95.37,Delivered,8
9021,1291,5,10,4,180,295.15,Delayed,10
9022,1529,31,6,3,140,169.0,Delivered,7
9023,771,3,4,4,192,451.52,Delivered,2
9024,4,7,7,2,123,196.24,Delayed,7
9025,963,5,7,1,15,234.21,Delivered,9
9026,154,24,13,5,162,449.92,Delivered,8
9027,2132,20,7,5,121,349.76,Delivered,8
9028,2149,20,14,2,182,393.01,Delivered,5
9029,653,15,15,4,68,252.81,Delivered,7
9030,2144,12,6,1,133,343.18,Delivered,7
9031,1080,24,7,4,62,207.53,Delivered,3
9032,1776,7,7,2,141,367.66,Delivered,3
9033,1600,19,12,2,75,316.8,Delivered,3
9034,641,25,14,2,25,472.36,Delivered,2
9035,430,12,8,3,68,471.86,In Transit,6
9036,766,35,3,1,27,290.97,Delivered,4
9037,346,11,1,5,134,251.33,In Transit,9
9038,2168,22,11,2,197,104.7,Delivered,9
9039,731,17,6,5,22,78.42,Delivered,8
9040,1679,22,12,1,52,171.21,Delivered,1
9041,79,17,8,1,47,307.53,Delivered,8
9042,33,11,14,1,72,226.5,In Transit,1
9043,1241,8,14,5,181,359.61,In Transit,9
9044,845,1,6,3,150,290.17,Delivered,1
9045,184,23,14,1,104,491.78,Delivered,7
9046,2077,23,6,5,108,130.75,Delivered,7
9047,1805,35,13,3,84,340.22,Delivered,1
9048,1142,1,13,4,153,98.83,Delivered,6
9049,263,26,12,4,132,480.09,Delivered,6
9050,84,6,11,1,84,319.87,Delivered,7
9051,1502,3,10,1,51,366.77,Delivered,1
9052,656,32,2,3,175,165.26,Delivered,8
9053,1921,24,11,5,38,184.36,Delivered,3
9054,1909,36,7,2,147,459.41,Delivered,9
9055,708,5,15,1,89,82.35,Delivered,10
9056,540,1,11,5,136,93.41,Delivered,8
9057,438,29,7,1,10,439.23,Delivered,1
9058,1500,34,7,4,131,137.73,Delivered,4
9059,1655,4,11,1,32,75.46,Delivered,9
9060,1388,20,12,3,109,67.15,Delivered,5
9061,558,12,3,4,125,243.03,Delivered,6
9062,864,17,14,3,113,117.7,Delivered,6
9063,459,25,1,3,115,147.85,Delivered,9
9064,1434,36,7,2,77,200.29,Delivered,8
9065,160,15,5,2,131,218.92,Delivered,4
9066,1849,14,8,1,196,407.78,Delayed,8
9067,1833,21,8,2,132,420.92,Delivered,7
9068,885,21,3,1,105,87.53,Delivered,5
9069,591,8,10,2,148,191.27,Delivered,10
9070,426,5,1,1,88,416.23,Delivered,1
9071,292,16,12,4,163,496.08,Delivered,2
9072,2073,18,9,5,64,285.77,In Transit,10
9073,1790,4,2,3,167,339.36,Delivered,3
9074,384,31,8,3,167,152.47,In Transit,8
9075,1115,29,14,4,116,331.29,Delivered,7
9076,1331,26,7,2,62,490.85,Delivered,10
9077,2182,6,3,2,162,133.64,In Transit,10
9078,404,34,15,5,151,431.53,Delivered,2
9079,182,28,3,3,54,82.41,Delivered,9
9080,813,30,14,5,82,287.1,Delivered,6
9081,519,6,12,4,173,291.55,Delivered,7
9082,1564,27,6,1,175,123.43,Delivered,8
9083,1462,22,9,5,89,294.04,Delivered,2
9084,75,7,3,3,69,453.07,Delivered,6
9085,466,18,6,1,121,53.65,In Transit,9
9086,1782,30,13,2,72,305.23,Delivered,4
9087,632,7,4,4,17,361.37,Delivered,6
9088,1662,14,6,4,46,376.46,Delivered,4
9089,1422,35,2,5,77,422.67,Delivered,7
9090,108,5,1,1,95,156.9,Delivered,5
9091,757,3,12,3,89,215.84,Delayed,6
9092,1568,1,14,5,39,471.11,Delivered,5
9093,1159,21,8,4,87,492.81,Delivered,6
9094,1128,20,9,3,103,59.28,Delivered,6
9095,496,35,3,3,167,474.54,Delivered,2
9096,74,16,12,4,12,411.06,Delivered,9
9097,312,14,8,2,166,274.91,Delivered,4
9098,1577,28,7,2,126,342.14,Delivered,4
9099,1077,5,10,3,31,111.71,Delivered,2
9100,2048,10,7,4,62,404.11,Delivered,4
9101,83,36,13,1,141,384.31,Delayed,4
9102,1472,18,2,5,167,310.77,In Transit,2
9103,919,1,4,4,47,191.14,Delivered,8
9104,1572,33,9,3,94,303.18,Delivered,2
9105,293,6,4,4,66,423.73,Delivered,7
9106,857,26,7,5,187,218.88,Delivered,6
9107,1465,23,5,5,26,198.16,Delivered,7
9108,483,36,5,3,197,313.29,In Transit,6
9109,1225,14,10,4,119,486.67,In Transit,4
9110,333,29,1,1,115,480.33,Delivered,10
9111,217,18,5,4,37,187.9,Delivered,3
9112,1396,30,15,5,88,166.69,Delivered,7
9113,522,15,1,3,34,385.03,Delivered,9
9114,2008,4,10,1,135,373.87,Delivered,6
9115,1897,15,7,4,107,485.2,Delivered,6
9116,1432,29,12,4,199,397.14,Delivered,2
9117,523,35,12,3,96,482.61,Delivered,1
9118,284,3,8,3,182,205.46,Delivered,3
9119,739,21,12,3,190,401.47,Delivered,5
9120,1590,25,8,4,79,318.61,Delivered,7
9121,442,34,3,3,37,207.87,Delivered,10
9122,1653,35,5,4,59,424.35,Delivered,6
9123,911,12,9,2,41,72.25,In Transit,6
9124,2030,17,12,4,39,61.53,Delivered,4
9125,469,26,3,4,138,310.39,Delivered,6
9126,2062,29,13,1,21,208.18,Delivered,9
9127,246,34,10,2,33,316.17,Delivered,6
9128,905,16,1,5,28,492.38,Delivered,10
9129,1440,33,8,3,115,449.09,Delivered,1
9130,1425,21,9,5,33,118.67,Delivered,4
9131,1501,4,10,2,172,158.22,Delivered,3
9132,177,11,7,5,141,99.63,Delivered,6
9133,1112,30,6,1,12,464.66,Delivered,8
9134,1409,12,15,4,39,412.83,Delivered,10
9135,1244,14,15,1,148,402.8,Delivered,1
9136,1995,26,9,5,131,459.72,Delivered,3
9137,300,2,11,2,88,172.06,Delivered,5
9138,2101,6,5,5,34,446.98,Delivered,1
9139,743,30,6,2,47,363.41,Delivered,1
9140,899,21,1,4,115,209.9,Delivered,1
9141,1027,8,4,1,192,248.88,Delivered,1
9142,1680,19,7,2,132,493.79,In Transit,10
9143,2002,33,14,4,45,244.19,Delivered,1
9144,649,36,9,4,98,123.68,Delivered,2
9145,2129,36,1,3,78,448.61,Delivered,2
9146,1427,22,1,3,55,371.13,Delivered,2
9147,1724,23,8,5,24,92.64,Delayed,9
9148,1358,14,6,4,64,263.73,Delivered,6
9149,1470,2,12,4,194,136.18,Delivered,6
9150,1759,9,4,2,184,307.69,In Transit,7
9151,488,24,5,2,107,127.85,Delivered,8
9152,1456,22,10,4,65,400.03,Delivered,7
9153,280,26,10,3,65,80.04,Delivered,3
9154,1213,22,14,5,195,216.7,Delivered,1
9155,1420,26,12,3,125,306.13,Delivered,2
9156,1860,22,12,5,102,267.59,Delivered,3
9157,56,33,15,4,13,139.42,Delivered,9
9158,931,26,5,5,185,451.85,Delivered,10
9159,228,11,1,2,152,143.92,Delivered,1
9160,292,16,10,5,176,305.39,In Transit,6
9161,1324,23,13,2,49,241.48,Delivered,3
9162,1877,24,10,5,43,233.81,Delivered,4
9163,2160,36,4,1,176,374.93,Delivered,8
9164,99,14,9,2,97,81.62,Delivered,5
9165,296,2,12,2,53,278.43,In Transit,4
9166,1498,20,2,2,91,429.18,Delivered,5
9167,244,9,12,4,185,283.07,Delivered,10
9168,1212,29,13,4,81,287.96,Delivered,9
9169,20,23,1,4,178,178.08,Delivered,10
9170,207,10,12,4,108,402.3,Delivered,2
9171,745,16,1,4,170,301.37,Delayed,5
9172,85,6,13,2,136,144.3,Delivered,5
9173,1728,35,3,4,174,129.31,Delivered,7
9174,1787,20,11,1,58,155.74,Delivered,8
9175,1946,20,4,1,143,362.68,In Transit,4
9176,381,10,8,3,175,266.45,Delivered,10
9177,772,35,12,4,135,405.43,Delivered,7
9178,1973,27,3,2,187,354.33,Delivered,9
9179,2101,7,15,1,47,307.21,Delivered,4
9180,2054,16,1,1,107,265.76,Delivered,5
9181,419,18,8,5,95,116.66,Delivered,4
9182,1075,15,4,3,29,433.04,Delayed,1
9183,981,32,2,5,143,179.18,Delivered,10
9184,994,22,10,1,10,100.13,Delivered,3
9185,367,26,6,4,108,190.32,Delayed,2
9186,491,29,13,5,89,95.36,Delivered,5
9187,333,6,8,3,29,148.78,Delivered,1
9188,1598,25,2,2,47,450.54,Delivered,5
9189,12,10,9,1,84,494.17,Delivered,2
9190,1367,24,1,5,110,378.12,Delivered,2
9191,1777,22,14,2,107,106.17,Delivered,7
9192,48,10,3,3,139,255.0,In Transit,7
9193,1845,4,2,1,28,435.03,Delivered,4
9194,1703,35,8,2,18,359.68,Delivered,8
9195,703,36,3,4,166,364.23,Delivered,3
9196,934,34,9,3,46,149.56,Delivered,2
9197,1253,22,15,2,200,233.53,Delivered,1
9198,1494,26,9,3,185,157.34,Delivered,5
9199,2014,22,11,4,142,252.12,Delivered,6
9200,1424,19,12,4,24,230.85,Delivered,3
9201,1159,30,11,1,39,344.16,Delivered,6
9202,327,16,2,2,91,297.1,Delivered,7
9203,244,4,12,5,83,376.2,Delivered,7
9204,427,9,14,4,162,486.08,Delivered,8
9205,1363,27,7,5,65,244.98,Delivered,1
9206,1296,31,5,1,32,464.11,Delivered,5
9207,137,7,14,2,63,278.21,Delivered,10
9208,1666,12,13,2,134,398.62,In Transit,6
9209,418,25,2,2,63,425.53,Delivered,3
9210,1956,24,2,5,178,62.88,Delivered,2
9211,2066,9,5,1,70,337.88,Delivered,2
9212,1416,1,6,1,184,410.43,Delivered,6
9213,1080,14,4,4,76,383.57,Delivered,7
9214,43,27,14,5,40,121.76,Delayed,4
9215,727,16,10,1,23,378.56,Delivered,5
9216,477,25,12,1,24,269.59,Delayed,5
9217,595,21,12,2,14,423.32,Delivered,6
9218,1631,1,15,3,166,358.83,Delivered,5
9219,706,5,12,3,106,407.53,Delivered,7
9220,2013,27,8,1,131,185.7,In Transit,9
9221,1506,25,13,5,116,376.99,Delivered,8
9222,1857,36,10,4,157,293.86,In Transit,9
9223,448,28,4,5,140,307.37,Delivered,6
9224,210,12,6,2,176,117.7,Delayed,10
9225,1741,35,9,4,143,371.92,Delivered,8
9226,1760,4,5,3,200,87.56,Delivered,5
9227,1529,20,1,3,188,291.81,Delivered,3
9228,1853,36,13,2,31,315.53,Delivered,6
9229,315,4,4,1,62,166.63,Delivered,10
9230,1836,25,3,4,163,224.51,Delivered,9
9231,357,1,2,1,140,248.85,Delivered,2
9232,505,28,4,2,63,470.04,Delivered,4
9233,593,19,13,4,185,409.33,Delivered,5
9234,323,33,13,4,152,194.95,Delivered,1
9235,410,8,12,1,17,304.02,Delayed,8
9236,1310,18,14,3,39,355.29,In Transit,7
9237,318,13,1,4,162,150.44,Delivered,4
9238,1442,25,4,3,98,443.71,Delivered,10
9239,1643,22,5,1,110,307.35,Delivered,9
9240,2183,13,1,1,180,334.33,Delivered,10
9241,1416,2,3,1,88,275.28,Delivered,10
9242,60,19,3,1,174,283.2,Delivered,7
9243,897,23,11,1,19,265.05,Delivered,1
9244,775,23,13,3,67,455.34,Delivered,6
9245,930,33,15,3,126,421.55,Delivered,3
9246,174,2,3,1,18,281.85,Delivered,8
9247,639,7,10,2,102,132.26,Delivered,3
9248,2179,23,9,2,158,404.3,Delivered,7
9249,1738,36,14,2,119,67.77,Delivered,1
9250,1216,27,7,2,19,410.98,Delivered,3
9251,1222,12,13,1,33,276.78,Delivered,8
9252,2,20,9,4,147,205.38,Delivered,4
9253,941,32,12,5,87,367.92,Delivered,6
9254,1914,28,10,1,52,169.67,Delivered,9
9255,1585,10,12,2,196,462.72,Delivered,4
9256,1841,19,5,4,113,393.57,Delivered,7
9257,474,30,15,2,73,286.69,Delivered,2
9258,957,8,9,1,163,76.11,Delivered,5
9259,2066,19,1,3,135,235.3,Delivered,9
9260,1956,23,14,3,151,167.14,Delivered,2
9261,100,23,7,1,12,152.01,Delivered,4
9262,1234,17,5,3,123,101.75,Delivered,4
9263,326,29,4,4,29,385.79,Delivered,7
9264,2124,7,6,3,142,291.21,Delivered,5
9265,626,13,7,5,78,450.19,Delivered,4
9266,1157,22,2,5,163,97.57,Delivered,5
9267,1386,33,9,5,71,181.71,Delivered,9
9268,1246,8,8,2,119,181.5,Delivered,5
9269,1905,29,2,3,60,232.23,Delivered,5
9270,1386,31,9,2,36,177.49,Delivered,5
9271,125,14,6,1,51,69.34,Delivered,5
9272,469,20,10,5,172,238.24,Delivered,10
9273,1478,35,8,3,162,436.8,Delivered,5
9274,1587,17,8,5,66,338.85,Delivered,6
9275,1209,2,2,5,106,471.23,Delivered,6
9276,1848,26,12,2,92,54.31,Delivered,3
9277,1174,35,6,4,142,68.81,Delivered,6
9278,942,11,8,1,82,457.42,Delayed,10
9279,361,15,14,5,110,148.11,Delivered,4
9280,147,35,2,1,129,274.79,Delivered,5
9281,1849,15,6,2,193,423.1,Delivered,9
9282,1918,20,14,3,163,212.44,In Transit,6
9283,1114,33,12,1,159,396.31,Delayed,7
9284,2173,35,3,4,183,259.86,Delivered,9
9285,1201,11,2,1,38,107.73,Delivered,4
9286,1527,27,6,2,60,193.98,Delayed,10
9287,1735,34,9,4,183,288.88,Delivered,10
9288,1045,22,10,3,74,122.61,Delivered,3
9289,1931,3,11,4,139,340.21,Delivered,10
9290,1713,28,3,1,195,406.76,Delivered,1
9291,1431,6,15,4,196,304.83,Delivered,10
9292,2162,21,7,5,31,438.77,In Transit,9
9293,2084,29,13,1,66,283.62,Delivered,1
9294,1386,17,6,2,187,389.85,Delivered,3
9295,1155,9,13,5,159,224.3,Delivered,6
9296,2143,10,5,3,34,114.65,Delivered,8
9297,1658,35,3,2,184,429.07,Delivered,4
9298,652,14,5,5,149,195.37,Delivered,4
9299,1990,17,11,4,46,285.75,Delivered,7
9300,95,14,14,4,178,252.16,Delivered,2
9301,95,25,13,2,20,307.17,In Transit,1
9302,219,14,12,2,28,215.45,Delivered,2
9303,228,18,15,2,48,250.37,Delivered,5
9304,927,8,5,2,67,158.69,Delivered,6
9305,175,22,7,3,10,107.52,Delivered,1
9306,871,27,11,2,146,392.53,Delivered,3
9307,1882,34,6,5,193,152.89,Delivered,5
9308,1362,2,12,3,119,177.77,Delivered,2
9309,886,35,1,3,189,271.91,Delivered,10
9310,210,11,5,2,159,228.04,Delivered,10
9311,525,11,11,5,68,248.77,Delivered,4
9312,464,30,10,4,187,399.06,In Transit,2
9313,2073,32,5,3,48,152.12,Delivered,4
9314,1740,33,4,4,140,327.53,Delivered,3
9315,1640,9,5,5,93,361.05,Delivered,2
9316,1743,21,4,1,40,377.56,Delivered,3
9317,524,28,1,2,54,142.11,Delivered,4
9318,331,15,5,3,175,288.24,Delivered,6
9319,591,19,4,2,60,422.48,Delivered,8
9320,1578,14,2,1,18,215.29,Delivered,8
9321,1838,17,9,3,112,299.17,Delivered,2
9322,634,29,8,5,106,280.96,Delivered,1
9323,165,14,6,3,84,462.14,Delayed,8
9324,348,14,6,3,134,353.65,Delivered,8
9325,2167,8,8,4,127,202.18,Delivered,1
9326,1640,14,13,4,196,487.86,Delivered,4
9327,1112,28,1,4,151,474.76,Delivered,8
9328,156,29,1,3,191,320.55,Delivered,4
9329,731,13,9,2,65,59.98,Delivered,8
9330,2188,16,11,4,73,175.44,Delivered,8
9331,1334,14,1,4,150,409.22,Delivered,3
9332,332,8,10,5,115,325.71,Delivered,6
9333,1676,6,13,1,169,292.55,Delivered,3
9334,478,26,1,3,41,345.87,In Transit,2
9335,1929,32,15,4,164,246.03,Delivered,8
9336,1826,12,5,5,122,457.08,Delivered,7
9337,438,5,7,3,190,95.38,Delivered,4
9338,604,33,9,3,177,280.94,Delivered,1
9339,1926,10,8,4,165,188.09,Delivered,10
9340,1713,5,6,1,181,346.34,Delivered,6
9341,822,16,3,2,67,271.95,Delivered,3
9342,293,23,5,1,26,243.25,In Transit,3
9343,1395,30,6,3,137,215.93,Delivered,8
9344,1532,4,8,3,146,335.02,Delivered,2
9345,1491,12,5,4,57,413.43,In Transit,2
9346,2096,22,9,4,41,112.75,Delivered,4
9347,1076,30,2,5,162,318.47,Delivered,2
9348,343,25,11,5,197,485.03,Delivered,4
9349,51,31,10,1,147,479.31,Delayed,7
9350,1323,25,8,2,107,330.07,Delivered,7
9351,1235,28,9,5,72,271.64,Delivered,6
9352,1865,22,9,1,20,291.87,Delivered,9
9353,9,26,14,2,108,402.87,Delivered,1
9354,1159,28,10,1,148,310.21,Delivered,1
9355,513,31,7,2,72,82.97,In Transit,4
9356,1517,8,4,3,114,346.45,Delivered,6
9357,2023,16,11,3,188,290.23,Delivered,3
9358,1805,26,10,1,21,358.9,Delivered,9
9359,952,4,8,4,20,51.48,Delivered,6
9360,1289,8,7,5,34,99.67,Delivered,10
9361,493,11,4,2,54,489.98,Delivered,7
9362,1125,9,12,3,91,81.45,Delayed,8
9363,1778,12,7,2,154,78.26,Delivered,2
9364,1982,1,3,5,130,226.99,Delivered,6
9365,1412,35,12,5,124,162.74,Delivered,2
9366,1395,35,8,4,160,316.98,Delayed,10
9367,1851,27,10,4,22,497.08,Delivered,7
9368,1504,23,3,5,47,158.64,Delivered,2
9369,1130,3,12,5,170,153.81,Delivered,8
9370,2100,22,7,3,109,74.98,Delivered,3
9371,1308,36,1,1,67,283.69,Delivered,6
9372,54,13,1,3,195,50.89,Delivered,9
9373,2154,7,8,3,47,350.12,Delivered,2
9374,990,7,11,1,69,63.22,Delivered,10
9375,1120,24,7,5,18,188.65,Delivered,10
9376,1893,15,3,3,110,109.53,Delivered,3
9377,1553,2,6,3,131,55.18,Delivered,4
9378,1229,7,5,1,101,85.64,Delivered,5
9379,84,11,7,3,149,372.79,Delivered,9
9380,1697,34,7,5,26,167.53,Delivered,10
9381,1554,27,5,2,39,404.7,Delivered,9
9382,533,24,2,3,182,256.69,Delivered,1
9383,1723,5,15,3,132,220.54,In Transit,7
9384,1754,24,2,4,59,482.51,Delivered,4
9385,1139,13,4,3,35,244.27,Delivered,10
9386,2085,23,14,3,189,212.5,Delivered,9
9387,1697,13,13,1,148,335.05,Delivered,3
9388,1100,4,2,2,161,169.35,Delivered,1
9389,1873,34,3,1,36,485.58,Delayed,10
9390,1049,23,15,3,32,243.34,Delivered,2
9391,1808,6,12,5,139,371.55,Delivered,3
9392,2002,26,4,1,166,321.56,Delivered,7
9393,1951,17,12,3,33,202.18,Delivered,10
9394,257,17,12,5,143,364.21,Delivered,9
9395,1543,32,9,3,182,470.34,In Transit,7
9396,265,4,4,3,15,377.85,Delivered,10
9397,1479,4,11,4,110,54.34,Delivered,7
9398,1139,29,2,4,84,197.15,Delivered,10
9399,879,13,6,5,25,214.24,Delivered,9
9400,794,26,2,2,143,263.99,Delivered,2
9401,688,31,9,2,83,242.8,Delivered,3
9402,1824,4,10,1,24,416.2,Delivered,6
9403,1404,30,6,4,167,355.53,Delivered,6
9404,1631,8,11,3,43,78.14,In Transit,5
9405,156,35,11,4,29,197.71,Delivered,5
9406,378,4,10,5,134,481.34,Delivered,1
9407,453,35,1,4,67,145.33,In Transit,9
9408,807,24,11,3,27,143.15,Delivered,2
9409,1169,14,3,1,24,383.13,Delivered,1
9410,1267,5,2,2,91,419.31,Delivered,5
9411,291,18,10,4,38,172.84,Delivered,3
9412,1623,19,15,5,48,102.42,Delivered,6
9413,966,22,5,5,79,123.26,Delivered,3
9414,1163,27,4,4,145,243.99,Delivered,10
9415,537,24,10,4,25,407.17,Delivered,7
9416,955,32,13,2,72,444.04,Delivered,7
9417,110,1,14,2,11,254.44,Delivered,8
9418,818,26,1,1,132,334.1,Delivered,5
9419,2121,5,10,2,174,340.49,Delivered,2
9420,413,8,13,4,22,338.09,Delivered,1
9421,78,25,5,2,44,165.5,Delivered,7
9422,56,14,14,3,103,468.67,Delivered,9
9423,352,3,8,4,157,57.83,Delivered,7
9424,1218,25,2,1,100,106.65,Delivered,2
9425,78,6,12,2,183,109.24,Delivered,7
9426,428,23,14,1,131,397.21,Delivered,10
9427,1199,10,10,4,93,280.57,Delivered,7
9428,1536,28,10,2,102,128.91,Delivered,3
9429,770,31,14,2,164,114.44,Delivered,8
9430,1813,20,15,3,123,140.08,Delivered,4
9431,1628,32,7,2,71,123.03,Delivered,5
9432,128,21,15,5,40,369.29,Delivered,4
9433,1872,17,8,5,31,322.49,Delivered,8
9434,763,28,1,5,14,59.46,Delivered,10
9435,1192,32,4,4,185,184.7,Delivered,9
9436,47,25,9,2,17,402.65,Delivered,6
9437,1965,26,8,1,134,153.95,Delivered,7
9438,890,9,7,1,64,190.55,Delivered,7
9439,466,34,15,5,183,140.42,Delivered,5
9440,1873,3,5,3,167,327.86,Delivered,9
9441,2029,35,10,4,70,80.8,Delivered,6
9442,770,17,7,2,199,330.07,Delivered,8
9443,296,10,13,5,100,214.26,Delivered,8
9444,1974,35,2,2,129,94.99,Delivered,3
9445,627,33,15,5,157,148.63,Delayed,2
9446,1019,5,10,1,14,254.59,Delivered,3
9447,424,17,10,4,115,203.07,Delivered,10
9448,1710,2,1,1,140,213.87,Delivered,9
9449,1304,32,11,2,130,290.4,Delivered,2
9450,666,13,5,2,197,216.44,Delivered,9
9451,2036,8,4,4,120,313.79,Delayed,9
9452,1186,26,14,2,68,369.85,Delivered,2
9453,1142,26,2,4,199,111.9,Delivered,3
9454,1402,35,5,4,63,322.95,Delivered,10
9455,1466,11,12,1,166,184.29,Delivered,7
9456,172,16,11,5,63,198.2,Delivered,4
9457,1681,25,9,4,196,204.31,Delivered,9
9458,1463,34,13,3,129,88.1,In Transit,5
9459,602,11,4,2,112,240.98,Delivered,7
